message_id,timestamp,channel,label,scam_type,language,message_text_original,message_text_english,message_text_roman,sender_type,contains_url,urgency_words,threat_words,financial_keywords,confidence,annotator_id,notes,scam_indicators,target_entity,risk_severity
ISDD_SMS_00591,2026-05-12T10:15:00Z,WHATSAPP,1,UPI_FRAUD,hinglish,URGENT: Your Google Pay UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your Google Pay UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your Google Pay UPI blocked. Update now http://example-training.invalid/verify,unknown,True,True,True,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,GOOGLE_PAY,high
ISDD_WHATSAPP_01858,2026-05-12T10:28:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹50,000 per day. No experience. Register: http://example-training.invalid/verify [v1858]","Work from home! Earn ₹50,000 per day. No experience. Register: http://example-training.invalid/verify [v1858]","WFH earn Rs 50,000/day. Register: http://example-training.invalid/verify",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01797,2026-05-12T10:41:00Z,SMS,1,UPI_FRAUD,english,Alert: BHIM UPI payment failed. Re-verify UPI at http://training-only.invalid/pay [v1797],Alert: BHIM UPI payment failed. Re-verify UPI at http://training-only.invalid/pay [v1797],Alert: BHIM UPI payment failed. Re-verify at http://training-only.invalid/pay,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,BHIM_UPI,high
ISDD_SMS_01669,2026-05-12T10:23:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (31) [v1669],I will meet you this evening. OK? (31) [v1669],Mi tumhala sandhyakali bhetu. (31),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00845,2026-05-12T10:05:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (1) [v845],I will meet you this evening. OK? (1) [v845],Mi tumhala sandhyakali bhetu. (1),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01690,2026-05-12T10:22:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके Kotak खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://sample-fraud.invalid/claim [v1690],Suspicious transaction in your Kotak account. Verify immediately: http://sample-fraud.invalid/claim [v1690],Kotak khate me sandigdh len den. Turant verify: http://sample-fraud.invalid/claim,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,Kotak_BANK,critical
ISDD_WHATSAPP_00442,2026-05-12T10:38:00Z,WHATSAPP,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (48) [v442],I saw your project. It looks great! (48) [v442],Tujha project changla aahe (48),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01215,2026-05-12T10:40:00Z,WHATSAPP,1,UPI_FRAUD,english,Alert: PhonePe payment failed. Re-verify UPI at http://isdd-synthetic.invalid/update [v1215],Alert: PhonePe payment failed. Re-verify UPI at http://isdd-synthetic.invalid/update [v1215],Alert: PhonePe payment failed. Re-verify at http://isdd-synthetic.invalid/update,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_SMS_00124,2026-05-12T10:24:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification expire हो रहा है. लगेच: http://training-only.invalid/pay [v124],PAN verification expire हो रहा है. Immediately: http://training-only.invalid/pay [v124],PAN verification expire हो रहा है. Lagech: http://training-only.invalid/pay,unknown,True,True,True,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_01450,2026-05-12T10:51:00Z,WHATSAPP,1,UPI_FRAUD,hinglish,URGENT: Your Paytm UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your Paytm UPI is blocked. Update now http://example-training.invalid/verify else account close.,URGENT: Your Paytm UPI blocked. Update now http://example-training.invalid/verify,unknown,True,True,True,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PAYTM,high
ISDD_SMS_01005,2026-05-12T10:50:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (11) [v1005],I will meet you this evening. OK? (11) [v1005],Mi tumhala sandhyakali bhetu. (11),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00463,2026-05-12T10:37:00Z,WHATSAPP,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (19) [v463],OTP for login is 839201. Do not share. (19) [v463],OTP 839201 do not share (19),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00865,2026-05-12T10:15:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (21) [v865],I will meet you this evening. OK? (21) [v865],Mi tumhala sandhyakali bhetu. (21),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01530,2026-05-12T10:58:00Z,SMS,1,KYC_FRAUD,hindi,आपका आधार KYC अनिवार्य है है। अपडेट करें: http://example-training.invalid/verify [v1530],Your Aadhar KYC अनिवार्य है. Update: http://example-training.invalid/verify [v1530],Aapka Aadhar KYC अनिवार्य है hai. Update karein: http://example-training.invalid/verify,unknown,True,False,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_EMAIL_01936,2026-05-12T10:09:00Z,SMS,1,BANK_IMPERSONATION,hindi,ICICI Alert: Unusual activity. Verify account: http://training-only.invalid/pay [v1936],ICICI Alert: Unusual activity. Verify account: http://training-only.invalid/pay [v1936],ICICI alert verify: http://training-only.invalid/pay,unknown,True,False,False,True,0.94,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|account_threat|suspicious_link,ICICI_BANK,high
ISDD_SMS_00333,2026-05-12T10:45:00Z,WHATSAPP,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (39) [v333],OTP for login is 839201. Do not share. (39) [v333],OTP 839201 do not share (39),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00880,2026-05-12T10:20:00Z,EMAIL,0,,english,Reminder: Team standup at 10 AM in Room 204. (36) [v880],Reminder: Team standup at 10 AM in Room 204. (36) [v880],Standup 10 AM room 204 (36),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00759,2026-05-12T10:02:00Z,SMS,0,,telugu,రేపు లంచ్ కలుద్దామా? (15) [v759],Shall we meet for lunch tomorrow? (15) [v759],Repu lunch kaluddama (15),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01983,2026-05-12T10:03:00Z,WHATSAPP,0,,telugu,రేపు లంచ్ కలుద్దామా? (45) [v1983],Shall we meet for lunch tomorrow? (45) [v1983],Repu lunch kaluddama (45),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01534,2026-05-12T10:16:00Z,EMAIL,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (40) [v1534]","Hi, meeting tomorrow at 2 PM. Please come. (40) [v1534]","Namaste, kal meeting 2 baje hai. (40)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01755,2026-05-12T10:54:00Z,WHATSAPP,1,UPI_FRAUD,marathi,तुमचे PhonePe खाते ब्लॉक झाले. लगेच लिंक उघडा: http://sample-fraud.invalid/claim [v1755],Your PhonePe account is blocked. Open link immediately: http://sample-fraud.invalid/claim [v1755],Tumche PhonePe khate block zale. Lagech link ughda: http://sample-fraud.invalid/claim,unknown,True,True,True,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_EMAIL_00093,2026-05-12T10:11:00Z,SMS,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (49) [v93],OTP for login is 839201. Do not share. (49) [v93],OTP 839201 do not share (49),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00194,2026-05-12T10:10:00Z,WHATSAPP,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (0) [v194]","Hi, meeting tomorrow at 2 PM. Please come. (0) [v194]","Namaste, kal meeting 2 baje hai. (0)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01875,2026-05-12T10:02:00Z,SMS,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (37) [v1875]","Mom, I reached the hostel. Will call in an hour. (37) [v1875]","Maa, hostel pahunch gaya. (37)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00228,2026-05-12T10:56:00Z,WHATSAPP,1,LOTTERY_PRIZE_SCAM,hinglish,"Amazon raffle winner! ₹25,000 prize. Click http://isdd-synthetic.invalid/update to redeem.","Amazon raffle winner! ₹25,000 prize. Click http://isdd-synthetic.invalid/update to redeem.","Amazon raffle winner Rs 25,000. Click http://isdd-synthetic.invalid/update",unknown,True,False,False,False,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_SMS_01982,2026-05-12T10:06:00Z,WHATSAPP,0,,tamil,நாளை கூட்டம் 3 மணிக்கு. வருவீர்களா? (44) [v1982],Meeting tomorrow at 3 PM. Will you come? (44) [v1982],Naalai meeting 3 mani (44),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00968,2026-05-12T10:58:00Z,SMS,0,,tamil,நாளை கூட்டம் 3 மணிக்கு. வருவீர்களா? (24) [v968],Meeting tomorrow at 3 PM. Will you come? (24) [v968],Naalai meeting 3 mani (24),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00942,2026-05-12T10:32:00Z,SMS,1,UPI_FRAUD,english,Alert: WhatsApp Pay payment failed. Re-verify UPI at http://isdd-synthetic.invalid/update [v942],Alert: WhatsApp Pay payment failed. Re-verify UPI at http://isdd-synthetic.invalid/update [v942],Alert: WhatsApp Pay payment failed. Re-verify at http://isdd-synthetic.invalid/update,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,WHATSAPP_PAY,high
ISDD_EMAIL_01301,2026-05-12T10:53:00Z,EMAIL,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (7) [v1301]","Mom, I reached the hostel. Will call in an hour. (7) [v1301]","Maa, hostel pahunch gaya. (7)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01967,2026-05-12T10:09:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके Axis खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://training-only.invalid/pay [v1967],Suspicious transaction in your Axis account. Verify immediately: http://training-only.invalid/pay [v1967],Axis khate me sandigdh len den. Turant verify: http://training-only.invalid/pay,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,Axis_BANK,critical
ISDD_SMS_01470,2026-05-12T10:13:00Z,SMS,1,UPI_FRAUD,marathi,तुमचे PhonePe खाते ब्लॉक झाले. लगेच लिंक उघडा: http://example-training.invalid/verify [v1470],Your PhonePe account is blocked. Open link immediately: http://example-training.invalid/verify [v1470],Tumche PhonePe khate block zale. Lagech link ughda: http://example-training.invalid/verify,unknown,True,True,True,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_EMAIL_00506,2026-05-12T10:32:00Z,EMAIL,0,,english,Your order #48291 has been delivered. Thank you for shopping. (12) [v506],Your order #48291 has been delivered. (12) [v506],Order delivered thank you (12),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01879,2026-05-12T10:08:00Z,WHATSAPP,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (41) [v1879],I will meet you this evening. OK? (41) [v1879],Mi tumhala sandhyakali bhetu. (41),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01484,2026-05-12T10:20:00Z,EMAIL,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (40) [v1484]","Hi, meeting tomorrow at 2 PM. Please come. (40) [v1484]","Namaste, kal meeting 2 baje hai. (40)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00712,2026-05-12T10:34:00Z,SMS,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (18) [v712],I saw your project. It looks great! (18) [v712],Tujha project changla aahe (18),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01151,2026-05-12T10:05:00Z,WHATSAPP,1,UPI_FRAUD,hindi,आपका WhatsApp Pay अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://training-only.invalid/pay [v1151],Your WhatsApp Pay account is limited. Verify immediately: http://training-only.invalid/pay [v1151],Aapka WhatsApp Pay account seemit ho gaya. Turant satyapit karein: http://training-only.invalid/pay,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,WHATSAPP_PAY,high
ISDD_WHATSAPP_01778,2026-05-12T10:47:00Z,SMS,0,,hindi,"नमस्ते, कल मीटिंग 2 बजे है। कृपया आ जाइए। (40) [v1778]","Hi, meeting tomorrow at 2 PM. Please come. (40) [v1778]","Namaste, kal meeting 2 baje hai. (40)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_00102,2026-05-12T10:40:00Z,SMS,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (8) [v102],I saw your project. It looks great! (8) [v102],Tujha project changla aahe (8),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00007,2026-05-12T10:44:00Z,SMS,1,UPI_FRAUD,hindi,आपका PhonePe अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://sample-fraud.invalid/claim [v7],Your PhonePe account is limited. Verify immediately: http://sample-fraud.invalid/claim [v7],Aapka PhonePe account seemit ho gaya. Turant satyapit karein: http://sample-fraud.invalid/claim,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_EMAIL_00230,2026-05-12T10:41:00Z,SMS,0,,english,Reminder: Team standup at 10 AM in Room 204. (36) [v230],Reminder: Team standup at 10 AM in Room 204. (36) [v230],Standup 10 AM room 204 (36),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01665,2026-05-12T10:46:00Z,WHATSAPP,0,,hindi,"माँ, मैं होस्टल पहुँच गया। एक घंटे बाद कॉल करूँगा। (27) [v1665]","Mom, I reached the hostel. Will call in an hour. (27) [v1665]","Maa, hostel pahunch gaya. (27)",personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01857,2026-05-12T10:52:00Z,EMAIL,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (19) [v1857],OTP for login is 839201. Do not share. (19) [v1857],OTP 839201 do not share (19),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00370,2026-05-12T10:31:00Z,SMS,1,UPI_FRAUD,english,Alert: Paytm payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v370],Alert: Paytm payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v370],Alert: Paytm payment failed. Re-verify at http://sample-fraud.invalid/claim,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PAYTM,high
ISDD_EMAIL_00933,2026-05-12T10:41:00Z,WHATSAPP,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (39) [v933],OTP for login is 839201. Do not share. (39) [v933],OTP 839201 do not share (39),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_EMAIL_01420,2026-05-12T10:18:00Z,WHATSAPP,0,,english,Reminder: Team standup at 10 AM in Room 204. (26) [v1420],Reminder: Team standup at 10 AM in Room 204. (26) [v1420],Standup 10 AM room 204 (26),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00852,2026-05-12T10:25:00Z,WHATSAPP,1,UPI_FRAUD,hindi,आपका Google Pay अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://isdd-synthetic.invalid/update [v852],Your Google Pay account is limited. Verify immediately: http://isdd-synthetic.invalid/update [v852],Aapka Google Pay account seemit ho gaya. Turant satyapit karein: http://isdd-synthetic.invalid/update,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,GOOGLE_PAY,high
ISDD_EMAIL_00258,2026-05-12T10:37:00Z,EMAIL,0,,tamil,நாளை கூட்டம் 3 மணிக்கு. வருவீர்களா? (14) [v258],Meeting tomorrow at 3 PM. Will you come? (14) [v258],Naalai meeting 3 mani (14),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01590,2026-05-12T10:10:00Z,WHATSAPP,1,FAKE_JOB_OFFER,english,"Work from home! Earn ₹10,000 per day. No experience. Register: http://example-training.invalid/verify [v1590]","Work from home! Earn ₹10,000 per day. No experience. Register: http://example-training.invalid/verify [v1590]","WFH earn Rs 10,000/day. Register: http://example-training.invalid/verify",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01401,2026-05-12T10:09:00Z,SMS,1,BANK_IMPERSONATION,hindi,आपके Axis खाते में संदिग्ध लेनदेन। तुरंत सत्यापित करें: http://training-only.invalid/pay [v1401],Suspicious transaction in your Axis account. Verify immediately: http://training-only.invalid/pay [v1401],Axis khate me sandigdh len den. Turant verify: http://training-only.invalid/pay,unknown,True,False,False,False,0.96,SYNTH_ISDD,Synthetic BANK_IMPERSONATION sample for ISDD v1.0,banking_impersonation|urgency_with_fear|suspicious_link,Axis_BANK,critical
ISDD_SMS_01599,2026-05-12T10:13:00Z,EMAIL,0,,marathi,मी तुम्हाला संध्याकाळी भेटू. ठीक आहे का? (11) [v1599],I will meet you this evening. OK? (11) [v1599],Mi tumhala sandhyakali bhetu. (11),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00643,2026-05-12T10:07:00Z,WHATSAPP,1,UPI_FRAUD,english,Alert: Google Pay payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v643],Alert: Google Pay payment failed. Re-verify UPI at http://sample-fraud.invalid/claim [v643],Alert: Google Pay payment failed. Re-verify at http://sample-fraud.invalid/claim,unknown,True,False,False,True,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,GOOGLE_PAY,high
ISDD_EMAIL_00520,2026-05-12T10:19:00Z,SMS,0,,english,Reminder: Team standup at 10 AM in Room 204. (26) [v520],Reminder: Team standup at 10 AM in Room 204. (26) [v520],Standup 10 AM room 204 (26),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00351,2026-05-12T10:27:00Z,WHATSAPP,1,UPI_FRAUD,marathi,तुमचे WhatsApp Pay खाते ब्लॉक झाले. लगेच लिंक उघडा: http://isdd-synthetic.invalid/update [v351],Your WhatsApp Pay account is blocked. Open link immediately: http://isdd-synthetic.invalid/update [v351],Tumche WhatsApp Pay khate block zale. Lagech link ughda: http://isdd-synthetic.invalid/update,unknown,True,True,True,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,WHATSAPP_PAY,high
ISDD_SMS_00981,2026-05-12T10:07:00Z,SMS,1,KYC_FRAUD,marathi,PAN verification needs update. लगेच: http://sample-fraud.invalid/claim [v981],PAN verification needs update. Immediately: http://sample-fraud.invalid/claim [v981],PAN verification needs update. Lagech: http://sample-fraud.invalid/claim,unknown,True,True,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_EMAIL_01636,2026-05-12T10:47:00Z,WHATSAPP,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (48) [v1636],I saw your project. It looks great! (48) [v1636],Tujha project changla aahe (48),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01220,2026-05-12T10:01:00Z,SMS,0,,english,Reminder: Team standup at 10 AM in Room 204. (26) [v1220],Reminder: Team standup at 10 AM in Room 204. (26) [v1220],Standup 10 AM room 204 (26),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01654,2026-05-12T10:57:00Z,WHATSAPP,0,,english,Reminder: Team standup at 10 AM in Room 204. (16) [v1654],Reminder: Team standup at 10 AM in Room 204. (16) [v1654],Standup 10 AM room 204 (16),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00479,2026-05-12T10:17:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹10,000 महीना। तुरंत रजिस्टर: http://demo-scam-lab.invalid/kyc [v479]","Government job: ₹10,000/month. Register now: http://demo-scam-lab.invalid/kyc [v479]","Sarkari naukri Rs 10,000/month. Register: http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
ISDD_SMS_01924,2026-05-12T10:34:00Z,SMS,1,LOTTERY_PRIZE_SCAM,hinglish,"Amazon raffle winner! ₹25,000 prize. Click http://demo-scam-lab.invalid/kyc to redeem.","Amazon raffle winner! ₹25,000 prize. Click http://demo-scam-lab.invalid/kyc to redeem.","Amazon raffle winner Rs 25,000. Click http://demo-scam-lab.invalid/kyc",unknown,True,False,False,True,0.87,SYNTH_ISDD,Synthetic LOTTERY_PRIZE_SCAM sample for ISDD v1.0,urgent_language|suspicious_link|impersonation,LOTTERY_ORGANIZATION,medium
ISDD_SMS_01040,2026-05-12T10:13:00Z,EMAIL,0,,english,Reminder: Team standup at 10 AM in Room 204. (46) [v1040],Reminder: Team standup at 10 AM in Room 204. (46) [v1040],Standup 10 AM room 204 (46),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01811,2026-05-12T10:11:00Z,SMS,1,KYC_FRAUD,hindi,आपका आधार KYC needs update है। अपडेट करें: http://isdd-synthetic.invalid/update [v1811],Your Aadhar KYC needs update. Update: http://isdd-synthetic.invalid/update [v1811],Aapka Aadhar KYC needs update hai. Update karein: http://isdd-synthetic.invalid/update,unknown,True,False,False,True,0.9,SYNTH_ISDD,Synthetic KYC_FRAUD sample for ISDD v1.0,urgent_language|personal_info_request|suspicious_link,AADHAR/UIDAI,high
ISDD_SMS_01896,2026-05-12T10:28:00Z,EMAIL,0,,marathi,तुझा प्रोजेक्ट मी पाहिला. छान आहे! (8) [v1896],I saw your project. It looks great! (8) [v1896],Tujha project changla aahe (8),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_00149,2026-05-12T10:40:00Z,EMAIL,0,,telugu,రేపు లంచ్ కలుద్దామా? (5) [v149],Shall we meet for lunch tomorrow? (5) [v149],Repu lunch kaluddama (5),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_00659,2026-05-12T10:03:00Z,SMS,0,,telugu,రేపు లంచ్ కలుద్దామా? (15) [v659],Shall we meet for lunch tomorrow? (15) [v659],Repu lunch kaluddama (15),personal,False,False,False,False,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_WHATSAPP_01757,2026-05-12T10:17:00Z,WHATSAPP,0,,english,OTP for login to your trading app is 839201. Do not share with anyone. (19) [v1757],OTP for login is 839201. Do not share. (19) [v1757],OTP 839201 do not share (19),personal,False,False,False,True,0.98,SYNTH_ISDD,Legitimate communication sample,,NONE,low
ISDD_SMS_01420,2026-05-12T10:19:00Z,SMS,1,UPI_FRAUD,hindi,आपका PhonePe अकाउंट सीमित हो गया। तुरंत सत्यापित करें: http://example-training.invalid/verify [v1420],Your PhonePe account is limited. Verify immediately: http://example-training.invalid/verify [v1420],Aapka PhonePe account seemit ho gaya. Turant satyapit karein: http://example-training.invalid/verify,unknown,True,False,False,False,0.92,SYNTH_ISDD,Synthetic UPI_FRAUD sample for ISDD v1.0,urgent_language|account_threat|suspicious_link|impersonation,PHONEPE,high
ISDD_WHATSAPP_01602,2026-05-12T10:48:00Z,WHATSAPP,1,FAKE_JOB_OFFER,hindi,"सरकारी नौकरी: ₹2,00,000 महीना। तुरंत रजिस्टर: http://sample-fraud.invalid/claim [v1602]","Government job: ₹2,00,000/month. Register now: http://sample-fraud.invalid/claim [v1602]","Sarkari naukri Rs 2,00,000/month. Register: http://sample-fraud.invalid/claim",unknown,True,False,False,False,0.88,SYNTH_ISDD,Synthetic FAKE_JOB_OFFER sample for ISDD v1.0,financial_keywords|suspicious_link|urgent_language,EMPLOYER/JOB_SITE,high
